"_id","_labels","id","title","_start","_end","_type"
"1234",":Movie","1267","Manchurian Candidate, The (1962)",,,
"1235",":Movie","1268","Pump Up the Volume (1990)",,,
"1236",":Movie","1269","Arsenic and Old Lace (1944)",,,
"1237",":Movie","1270","Back to the Future (1985)",,,
"1238",":Movie","1271","Fried Green Tomatoes (1991)",,,
"1239",":Movie","1272","Patton (1970)",,,
"1240",":Movie","1273","Down by Law (1986)",,,
"1241",":Movie","1274","Akira (1988)",,,
"1242",":Movie","1275","Highlander (1986)",,,
"1243",":Movie","1276","Cool Hand Luke (1967)",,,
"1244",":Movie","1277","Cyrano de Bergerac (1990)",,,
"1245",":Movie","1278","Young Frankenstein (1974)",,,
"1246",":Movie","1279","Night on Earth (1991)",,,
"1247",":Movie","1280","Raise the Red Lantern (Da hong deng long gao gao gua) (1991)",,,
"1248",":Movie","1281","Great Dictator, The (1940)",,,
"1249",":Movie","1282","Fantasia (1940)",,,
"1250",":Movie","1283","High Noon (1952)",,,
"1251",":Movie","1284","Big Sleep, The (1946)",,,
"1252",":Movie","1285","Heathers (1989)",,,
"1253",":Movie","1286","Somewhere in Time (1980)",,,
"1254",":Movie","1287","Ben-Hur (1959)",,,
"1255",":Movie","1288","This Is Spinal Tap (1984)",,,
"1256",":Movie","1289","Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)",,,
"1257",":Movie","1290","Some Kind of Wonderful (1987)",,,
"1258",":Movie","1291","Indiana Jones and the Last Crusade (1989)",,,
"1259",":Movie","1292","Being There (1979)",,,
"1260",":Movie","1293","Gandhi (1982)",,,
"1261",":Movie","1295","Unbearable Lightness of Being, The (1988)",,,
"1262",":Movie","1296","Room with a View, A (1986)",,,
"1263",":Movie","1297","Real Genius (1985)",,,
"1264",":Movie","1298","Pink Floyd: The Wall (1982)",,,
"1265",":Movie","1299","Killing Fields, The (1984)",,,
"1266",":Movie","1300","My Life as a Dog (Mitt liv som hund) (1985)",,,
"1267",":Movie","1301","Forbidden Planet (1956)",,,
"1268",":Movie","1302","Field of Dreams (1989)",,,
"1269",":Movie","1303","Man Who Would Be King, The (1975)",,,
"1270",":Movie","1304","Butch Cassidy and the Sundance Kid (1969)",,,
"1271",":Movie","1305","Paris, Texas (1984)",,,
"1272",":Movie","1306","Until the End of the World (Bis ans Ende der Welt) (1991)",,,
"1273",":Movie","1307","When Harry Met Sally... (1989)",,,
"1274",":Movie","1308","I Shot a Man in Vegas (1995)",,,
"1275",":Movie","1309","Parallel Sons (1995)",,,
"1276",":Movie","1310","Hype! (1996)",,,
"1277",":Movie","1311","Santa with Muscles (1996)",,,
"1278",":Movie","1312","Female Perversions (1996)",,,
"1279",":Movie","1313","Mad Dog Time (1996)",,,
"1280",":Movie","1314","Breathing Room (1996)",,,
"1281",":Movie","1315","Paris Was a Woman (1995)",,,
"1282",":Movie","1316","Anna (1996)",,,
"1283",":Movie","1317","I'm Not Rappaport (1996)",,,
"1284",":Movie","1318","Blue Juice (1995)",,,
"1285",":Movie","1319","Kids of Survival (1996)",,,
"1286",":Movie","1320","Alien³ (a.k.a. Alien 3) (1992)",,,
"1287",":Movie","1321","American Werewolf in London, An (1981)",,,
"1288",":Movie","1322","Amityville 1992: It's About Time (1992)",,,
"1289",":Movie","1323","Amityville 3-D (1983)",,,
"1290",":Movie","1324","Amityville: Dollhouse (1996)",,,
"1291",":Movie","1325","Amityville: A New Generation (1993)",,,
"1292",":Movie","1326","Amityville II: The Possession (1982)",,,
"1293",":Movie","1327","Amityville Horror, The (1979)",,,
"1294",":Movie","1328","Amityville Curse, The (1990)",,,
"1295",":Movie","1329","Blood for Dracula (Andy Warhol's Dracula) (1974)",,,
"1296",":Movie","1330","April Fool's Day (1986)",,,
"1297",":Movie","1331","Audrey Rose (1977)",,,
"1298",":Movie","1332","Believers, The (1987)",,,
"1299",":Movie","1333","Birds, The (1963)",,,
"1300",":Movie","1334","Blob, The (1958)",,,
"1301",":Movie","1335","Blood Beach (1981)",,,
"1302",":Movie","1336","Body Parts (1991)",,,
"1303",":Movie","1337","Body Snatcher, The (1945)",,,
"1304",":Movie","1339","Dracula (Bram Stoker's Dracula) (1992)",,,
"1305",":Movie","1340","Bride of Frankenstein, The (Bride of Frankenstein) (1935)",,,
"1306",":Movie","1341","Burnt Offerings (1976)",,,
"1307",":Movie","1342","Candyman (1992)",,,
"1308",":Movie","1343","Cape Fear (1991)",,,
"1309",":Movie","1344","Cape Fear (1962)",,,
"1310",":Movie","1345","Carrie (1976)",,,
"1311",":Movie","1346","Cat People (1982)",,,
"1312",":Movie","1347","Nightmare on Elm Street, A (1984)",,,
"1313",":Movie","1348","Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",,,
"1314",":Movie","1349","Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986)",,,
"1315",":Movie","1350","Omen, The (1976)",,,
"1316",":Movie","1351","Blood and Wine (Blood & Wine) (1996)",,,
"1317",":Movie","1352","Albino Alligator (1996)",,,
"1318",":Movie","1353","Mirror Has Two Faces, The (1996)",,,
"1319",":Movie","1354","Breaking the Waves (1996)",,,
"1320",":Movie","1355","Nightwatch (1997)",,,
"1321",":Movie","1356","Star Trek: First Contact (1996)",,,
"1322",":Movie","1357","Shine (1996)",,,
"1323",":Movie","1358","Sling Blade (1996)",,,
"1324",":Movie","1359","Jingle All the Way (1996)",,,
"1325",":Movie","1360","Identification of a Woman (Identificazione di una donna) (1982)",,,
"1326",":Movie","1361","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",,,
"1327",":Movie","1363","Preacher's Wife, The (1996)",,,
"1328",":Movie","1364","Zero Kelvin (Kjærlighetens kjøtere) (1995)",,,
"1329",":Movie","1365","Ridicule (1996)",,,
"1330",":Movie","1366","Crucible, The (1996)",,,
"1331",":Movie","1367","101 Dalmatians (1996)",,,
"1332",":Movie","1368","Forbidden Christ, The (Cristo proibito, Il) (1950)",,,
"1333",":Movie","1369","I Can't Sleep (J'ai pas sommeil) (1994)",,,
"1334",":Movie","1370","Die Hard 2 (1990)",,,
"1335",":Movie","1371","Star Trek: The Motion Picture (1979)",,,
"1336",":Movie","1372","Star Trek VI: The Undiscovered Country (1991)",,,
"1337",":Movie","1373","Star Trek V: The Final Frontier (1989)",,,
"1338",":Movie","1374","Star Trek II: The Wrath of Khan (1982)",,,
"1339",":Movie","1375","Star Trek III: The Search for Spock (1984)",,,
"1340",":Movie","1376","Star Trek IV: The Voyage Home (1986)",,,
"1341",":Movie","1377","Batman Returns (1992)",,,
"1342",":Movie","1378","Young Guns (1988)",,,
"1343",":Movie","1379","Young Guns II (1990)",,,
"1344",":Movie","1380","Grease (1978)",,,
"1345",":Movie","1381","Grease 2 (1982)",,,
"1346",":Movie","1382","Marked for Death (1990)",,,
"1347",":Movie","1383","Adrenalin: Fear the Rush (1996)",,,
"1348",":Movie","1384","Substance of Fire, The (1996)",,,
"1349",":Movie","1385","Under Siege (1992)",,,
"1350",":Movie","1386","Terror in a Texas Town (1958)",,,
"1351",":Movie","1387","Jaws (1975)",,,
"1352",":Movie","1388","Jaws 2 (1978)",,,
"1353",":Movie","1389","Jaws 3-D (1983)",,,
"1354",":Movie","1390","My Fellow Americans (1996)",,,
"1355",":Movie","1391","Mars Attacks! (1996)",,,
"1356",":Movie","1392","Citizen Ruth (1996)",,,
"1357",":Movie","1393","Jerry Maguire (1996)",,,
"1358",":Movie","1394","Raising Arizona (1987)",,,
"1359",":Movie","1395","Tin Men (1987)",,,
"1360",":Movie","1396","Sneakers (1992)",,,
"1361",":Movie","1397","Bastard Out of Carolina (1996)",,,
"1362",":Movie","1398","In Love and War (1996)",,,
"1363",":Movie","1399","Marvin's Room (1996)",,,
"1364",":Movie","1400","Somebody is Waiting (1996)",,,
"1365",":Movie","1401","Ghosts of Mississippi (1996)",,,
"1366",":Movie","1404","Night Falls on Manhattan (1996)",,,
"1367",":Movie","1405","Beavis and Butt-Head Do America (1996)",,,
"1368",":Movie","1406","La Cérémonie (1995)",,,
"1369",":Movie","1407","Scream (1996)",,,
"1370",":Movie","1408","Last of the Mohicans, The (1992)",,,
"1371",":Movie","1409","Michael (1996)",,,
"1372",":Movie","1410","Evening Star, The (1996)",,,
"1373",":Movie","1411","Hamlet (1996)",,,
"1374",":Movie","1412","Some Mother's Son (1996)",,,
"1375",":Movie","1413","Whole Wide World, The (1996)",,,
"1376",":Movie","1414","Mother (1996)",,,
"1377",":Movie","1415","Thieves (Voleurs, Les) (1996)",,,
"1378",":Movie","1416","Evita (1996)",,,
"1379",":Movie","1417","Portrait of a Lady, The (1996)",,,
"1380",":Movie","1419","Walkabout (1971)",,,
"1381",":Movie","1420","Message to Love: The Isle of Wight Festival (1996)",,,
"1382",":Movie","1421","Grateful Dead (1995)",,,
"1383",":Movie","1422","Murder at 1600 (1997)",,,
"1384",":Movie","1423","Hearts and Minds (1996)",,,
"1385",":Movie","1424","Inside (1996)",,,
"1386",":Movie","1425","Fierce Creatures (1997)",,,
"1387",":Movie","1426","Zeus and Roxanne (1997)",,,
"1388",":Movie","1427","Turbulence (1997)",,,
"1389",":Movie","1428","Angel Baby (1995)",,,
"1390",":Movie","1429","First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)",,,
"1391",":Movie","1430","Underworld (1996)",,,
"1392",":Movie","1431","Beverly Hills Ninja (1997)",,,
"1393",":Movie","1432","Metro (1997)",,,
"1394",":Movie","1433","The Machine (1994)",,,
"1395",":Movie","1434","Stranger, The (1994)",,,
"1396",":Movie","1436","Falling in Love Again (1980)",,,
"1397",":Movie","1437","Cement Garden, The (1993)",,,
"1398",":Movie","1438","Dante's Peak (1997)",,,
"1399",":Movie","1439","Meet Wally Sparks (1997)",,,
"1400",":Movie","1440","Amos & Andrew (1993)",,,
"1401",":Movie","1441","Benny & Joon (1993)",,,
"1402",":Movie","1442","Prefontaine (1997)",,,
"1403",":Movie","1443","Tickle in the Heart, A (1996)",,,
"1404",":Movie","1444","Guantanamera (1994)",,,
"1405",":Movie","1445","McHale's Navy (1997)",,,
"1406",":Movie","1446","Kolya (Kolja) (1996)",,,
"1407",":Movie","1447","Gridlock'd (1997)",,,
"1408",":Movie","1448","Fire on the Mountain (1996)",,,
"1409",":Movie","1449","Waiting for Guffman (1996)",,,
"1410",":Movie","1450","Prisoner of the Mountains (Kavkazsky plennik) (1996)",,,
"1411",":Movie","1453","Beautician and the Beast, The (1997)",,,
"1412",":Movie","1454","SubUrbia (1997)",,,
"1413",":Movie","1455","Hotel de Love (1996)",,,
"1414",":Movie","1456","Pest, The (1997)",,,
"1415",":Movie","1457","Fools Rush In (1997)",,,
"1416",":Movie","1458","Touch (1997)",,,
"1417",":Movie","1459","Absolute Power (1997)",,,
"1418",":Movie","1460","That Darn Cat (1997)",,,
"1419",":Movie","1461","Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997)",,,
"1420",":Movie","1462","Unforgotten: Twenty-Five Years After Willowbrook (1996)",,,
"1421",":Movie","1463","That Old Feeling (1997)",,,
"1422",":Movie","1464","Lost Highway (1997)",,,
"1423",":Movie","1465","Rosewood (1997)",,,
"1424",":Movie","1466","Donnie Brasco (1997)",,,
"1425",":Movie","1467","Salut cousin! (1996)",,,
"1426",":Movie","1468","Booty Call (1997)",,,
"1427",":Movie","1470","Rhyme & Reason (1997)",,,
"1428",":Movie","1471","Boys Life 2 (1997)",,,
"1429",":Movie","1472","City of Industry (1997)",,,
"1430",":Movie","1473","Best Men (1997)",,,
"1431",":Movie","1474","Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)",,,
"1432",":Movie","1475","Kama Sutra: A Tale of Love (1996)",,,
"1433",":Movie","1476","Private Parts (1997)",,,
"1434",":Movie","1477","Love Jones (1997)",,,
"1435",":Movie","1479","Saint, The (1997)",,,
"1436",":Movie","1480","Smilla's Sense of Snow (1997)",,,
"1437",":Movie","1482","Van, The (1996)",,,
"1438",":Movie","1483","Crash (1996)",,,
"1439",":Movie","1484","Daytrippers, The (1996)",,,
"1440",":Movie","1485","Liar Liar (1997)",,,
"1441",":Movie","1486","Quiet Room, The (1996)",,,
"1442",":Movie","1487","Selena (1997)",,,
"1443",":Movie","1488","Devil's Own, The (1997)",,,
"1444",":Movie","1489","Cats Don't Dance (1997)",,,
"1445",":Movie","1490","B*A*P*S (1997)",,,
"1446",":Movie","1493","Love and Other Catastrophes (1996)",,,
"1447",":Movie","1495","Turbo: A Power Rangers Movie (1997)",,,
"1448",":Movie","1496","Anna Karenina (1997)",,,
"1449",":Movie","1497","Double Team (1997)",,,
"1450",":Movie","1498","Inventing the Abbotts (1997)",,,
"1451",":Movie","1499","Anaconda (1997)",,,
"1452",":Movie","1500","Grosse Pointe Blank (1997)",,,
"1453",":Movie","1501","Keys to Tulsa (1997)",,,
"1454",":Movie","1502","Kissed (1996)",,,
"1455",":Movie","1503","8 Heads in a Duffel Bag (1997)",,,
"1456",":Movie","1504","Hollow Reed (1996)",,,
"1457",":Movie","1507","Paradise Road (1997)",,,
"1458",":Movie","1508","Traveller (1997)",,,
"1459",":Movie","1509","All Over Me (1997)",,,
"1460",":Movie","1510","Brother's Kiss, A (1997)",,,
"1461",":Movie","1511","Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",,,
"1462",":Movie","1513","Romy and Michele's High School Reunion (1997)",,,
"1463",":Movie","1514","Temptress Moon (Feng Yue) (1996)",,,
"1464",":Movie","1515","Volcano (1997)",,,
"1465",":Movie","1516","Children of the Revolution (1996)",,,
"1466",":Movie","1517","Austin Powers: International Man of Mystery (1997)",,,
"1467",":Movie","1518","Breakdown (1997)",,,
"1468",":Movie","1519","Broken English (1996)",,,
"1469",":Movie","1520","Commandments (1997)",,,
"1470",":Movie","1522","Ripe (1996)",,,
"1471",":Movie","1523","Truth or Consequences, N.M. (1997)",,,
"1472",":Movie","1524","Turning, The (1992)",,,
"1473",":Movie","1525","Warriors of Virtue (1997)",,,
"1474",":Movie","1526","Fathers' Day (1997)",,,
"1475",":Movie","1527","Fifth Element, The (1997)",,,
"1476",":Movie","1528","Intimate Relations (1996)",,,
"1477",":Movie","1529","Nowhere (1997)",,,
"1478",":Movie","1531","Losing Chase (1996)",,,
"1479",":Movie","1532","Sprung (1997)",,,
"1480",":Movie","1533","Promise, The (La promesse) (1996)",,,
"1481",":Movie","1534","Bonheur, Le (1965)",,,
"1482",":Movie","1535","Love! Valour! Compassion! (1997)",,,
"1483",":Movie","1537","Shall We Dance? (Shall We Dansu?) (1996)",,,
"1484",":Movie","1538","Second Jungle Book: Mowgli & Baloo, The (1997)",,,
"1485",":Movie","1539","Twin Town (1997)",,,
"1486",":Movie","1541","Addicted to Love (1997)",,,
"1487",":Movie","1542","Brassed Off (1996)",,,
"1488",":Movie","1543","Designated Mourner, The (1997)",,,
"1489",":Movie","1544","Lost World: Jurassic Park, The (1997)",,,
"1490",":Movie","1545","Ponette (1996)",,,
"1491",":Movie","1546","Schizopolis (1996)",,,
"1492",":Movie","1547","Shiloh (1997)",,,
"1493",":Movie","1548","War at Home, The (1996)",,,
"1494",":Movie","1549","Rough Magic (1995)",,,
"1495",":Movie","1550","Trial and Error (1997)",,,
"1496",":Movie","1551","Buddy (1997)",,,
"1497",":Movie","1552","Con Air (1997)",,,
"1498",":Movie","1553","Late Bloomers (1996)",,,
"1499",":Movie","1554","Pillow Book, The (1996)",,,
"1500",":Movie","1555","To Have, or Not (En avoir (ou pas)) (1995)",,,
"1501",":Movie","1556","Speed 2: Cruise Control (1997)",,,
"1502",":Movie","1557","Squeeze (1997)",,,
"1503",":Movie","1558","Sudden Manhattan (1997)",,,
"1504",":Movie","1559","Next Step, The (1997)",,,
"1505",":Movie","1561","Wedding Bell Blues (1996)",,,
"1506",":Movie","1562","Batman & Robin (1997)",,,
"1507",":Movie","1563","Dream With the Fishes (1997)",,,
"1508",":Movie","1564","For Roseanna (Roseanna's Grave) (1997)",,,
"1509",":Movie","1565","Head Above Water (1996)",,,
"1510",":Movie","1566","Hercules (1997)",,,
"1511",":Movie","1567","The Last Time I Committed Suicide (1997)",,,
"1512",":Movie","1568","MURDER and murder (1996)",,,
"1513",":Movie","1569","My Best Friend's Wedding (1997)",,,
"1514",":Movie","1570","Tetsuo II: Body Hammer (1992)",,,
"1515",":Movie","1571","When the Cat's Away (Chacun cherche son chat) (1996)",,,
"1516",":Movie","1572","Contempt (Mépris, Le) (1963)",,,
"1517",":Movie","1573","Face/Off (1997)",,,
"1518",":Movie","1574","Fall (1997)",,,
"1519",":Movie","1575","Gabbeh (1996)",,,
"1520",":Movie","1577","Mondo (1996)",,,
"1521",":Movie","1578","Innocent Sleep, The (1996)",,,
"1522",":Movie","1579","For Ever Mozart (1996)",,,
"1523",":Movie","1580","Men in Black (a.k.a. MIB) (1997)",,,
"1524",":Movie","1581","Out to Sea (1997)",,,
"1525",":Movie","1582","Wild America (1997)",,,
"1526",":Movie","1583","Simple Wish, A (1997)",,,
"1527",":Movie","1584","Contact (1997)",,,
"1528",":Movie","1585","Love Serenade (1996)",,,
"1529",":Movie","1586","G.I. Jane (1997)",,,
"1530",":Movie","1587","Conan the Barbarian (1982)",,,
"1531",":Movie","1588","George of the Jungle (1997)",,,
"1532",":Movie","1589","Cop Land (1997)",,,
"1533",":Movie","1590","Event Horizon (1997)",,,
"1534",":Movie","1591","Spawn (1997)",,,
"1535",":Movie","1592","Air Bud (1997)",,,
"1536",":Movie","1593","Picture Perfect (1997)",,,
"1537",":Movie","1594","In the Company of Men (1997)",,,
"1538",":Movie","1595","Free Willy 3: The Rescue (1997)",,,
"1539",":Movie","1596","Career Girls (1997)",,,
"1540",":Movie","1597","Conspiracy Theory (1997)",,,
"1541",":Movie","1598","Desperate Measures (1998)",,,
"1542",":Movie","1599","Steel (1997)",,,
"1543",":Movie","1600","She's So Lovely (1997)",,,
"1544",":Movie","1601","Hoodlum (1997)",,,
"1545",":Movie","1602","Leave It to Beaver (1997)",,,
"1546",":Movie","1603","Mimic (1997)",,,
"1547",":Movie","1604","Money Talks (1997)",,,
"1548",":Movie","1605","Excess Baggage (1997)",,,
"1549",":Movie","1606","Kull the Conqueror (1997)",,,
"1550",":Movie","1608","Air Force One (1997)",,,
"1551",":Movie","1609","187 (One Eight Seven) (1997)",,,
"1552",":Movie","1610","Hunt for Red October, The (1990)",,,
"1553",":Movie","1611","My Own Private Idaho (1991)",,,
"1554",":Movie","1612","Kiss Me, Guido (1997)",,,
"1555",":Movie","1613","Star Maps (1997)",,,
"1556",":Movie","1614","In & Out (1997)",,,
"1557",":Movie","1615","Edge, The (1997)",,,
"1558",":Movie","1616","Peacemaker, The (1997)",,,
"1559",":Movie","1617","L.A. Confidential (1997)",,,
"1560",":Movie","1619","Seven Years in Tibet (1997)",,,
"1561",":Movie","1620","Kiss the Girls (1997)",,,
"1562",":Movie","1621","Soul Food (1997)",,,
"1563",":Movie","1622","Kicked in the Head (1997)",,,
"1564",":Movie","1623","Wishmaster (1997)",,,
"1565",":Movie","1624","Thousand Acres, A (1997)",,,
"1566",":Movie","1625","Game, The (1997)",,,
"1567",":Movie","1626","Fire Down Below (1997)",,,
"1568",":Movie","1627","U Turn (1997)",,,
"1569",":Movie","1628","Locusts, The (1997)",,,
"1570",":Movie","1629","MatchMaker, The (1997)",,,
"1571",":Movie","1630","Lay of the Land, The (1997)",,,
"1572",":Movie","1631","Assignment, The (1997)",,,
"1573",":Movie","1632","Smile Like Yours, A (1997)",,,
"1574",":Movie","1633","Ulee's Gold (1997)",,,
"1575",":Movie","1635","Ice Storm, The (1997)",,,
"1576",":Movie","1636","Stag (1997)",,,
"1577",":Movie","1639","Chasing Amy (1997)",,,
"1578",":Movie","1640","How to Be a Player (1997)",,,
"1579",":Movie","1641","Full Monty, The (1997)",,,
"1580",":Movie","1642","Indian Summer (a.k.a. Alive & Kicking) (1996)",,,
"1581",":Movie","1643","Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",,,
"1582",":Movie","1644","I Know What You Did Last Summer (1997)",,,
"1583",":Movie","1645","The Devil's Advocate (1997)",,,
"1584",":Movie","1646","RocketMan (a.k.a. Rocket Man) (1997)",,,
"1585",":Movie","1647","Playing God (1997)",,,
"1586",":Movie","1648","House of Yes, The (1997)",,,
"1587",":Movie","1649","Fast, Cheap & Out of Control (1997)",,,
"1588",":Movie","1650","Washington Square (1997)",,,
"1589",":Movie","1651","Telling Lies in America (1997)",,,
"1590",":Movie","1652","Year of the Horse (1997)",,,
"1591",":Movie","1653","Gattaca (1997)",,,
"1592",":Movie","1654","FairyTale: A True Story (1997)",,,
"1593",":Movie","1655","Phantoms (1998)",,,
"1594",":Movie","1656","Swept from the Sea (1997)",,,
"1595",":Movie","1657","Wonderland (1997)",,,
"1596",":Movie","1658","Life Less Ordinary, A (1997)",,,
"1597",":Movie","1659","Hurricane Streets (1997)",,,
"1598",":Movie","1660","Eve's Bayou (1997)",,,
"1599",":Movie","1661","Switchback (1997)",,,
"1600",":Movie","1662","Gang Related (1997)",,,
"1601",":Movie","1663","Stripes (1981)",,,
"1602",":Movie","1664","Nenette and Boni (Nénette et Boni) (1996)",,,
"1603",":Movie","1665","Bean (1997)",,,
"1604",":Movie","1666","Hugo Pool (1997)",,,
"1605",":Movie","1667","Mad City (1997)",,,
"1606",":Movie","1668","One Night Stand (1997)",,,
"1607",":Movie","1669","Tango Lesson, The (1997)",,,
"1608",":Movie","1670","Welcome to Sarajevo (1997)",,,
"1609",":Movie","1671","Deceiver (1997)",,,
"1610",":Movie","1672","Rainmaker, The (1997)",,,
"1611",":Movie","1673","Boogie Nights (1997)",,,
"1612",":Movie","1674","Witness (1985)",,,
"1613",":Movie","1675","Incognito (1997)",,,
"1614",":Movie","1676","Starship Troopers (1997)",,,
"1615",":Movie","1677","Critical Care (1997)",,,
"1616",":Movie","1678","Joy Luck Club, The (1993)",,,
"1617",":Movie","1679","Chairman of the Board (1998)",,,
"1618",":Movie","1680","Sliding Doors (1998)",,,
"1619",":Movie","1681","Mortal Kombat: Annihilation (1997)",,,
"1620",":Movie","1682","Truman Show, The (1998)",,,
"1621",":Movie","1683","Wings of the Dove, The (1997)",,,
"1622",":Movie","1684","Mrs. Dalloway (1997)",,,
"1623",":Movie","1685","I Love You, I Love You Not (1996)",,,
"1624",":Movie","1686","Red Corner (1997)",,,
"1625",":Movie","1687","Jackal, The (1997)",,,
"1626",":Movie","1688","Anastasia (1997)",,,
"1627",":Movie","1689","Man Who Knew Too Little, The (1997)",,,
"1628",":Movie","1690","Alien: Resurrection (1997)",,,
"1629",":Movie","1692","Alien Escape (1995)",,,
"1630",":Movie","1693","Amistad (1997)",,,
"1631",":Movie","1694","Apostle, The (1997)",,,
"1632",":Movie","1695","Artemisia (1997)",,,
"1633",":Movie","1696","Bent (1997)",,,
"1634",":Movie","1697","Bang (1995)",,,
"1635",":Movie","1698","Boys, Les (1997)",,,
"1636",":Movie","1699","Butcher Boy, The (1997)",,,
"1637",":Movie","1701","Deconstructing Harry (1997)",,,
"1638",":Movie","1702","Flubber (1997)",,,
"1639",":Movie","1703","For Richer or Poorer (1997)",,,
"1640",":Movie","1704","Good Will Hunting (1997)",,,
"1641",":Movie","1705","Guy (1997)",,,
"1642",":Movie","1706","Tar (1996)",,,
"1643",":Movie","1707","Home Alone 3 (1997)",,,
"1644",":Movie","1708","Ill Gotten Gains (1997)",,,
"1645",":Movie","1709","Legal Deceit (1997)",,,
"1646",":Movie","1711","Midnight in the Garden of Good and Evil (1997)",,,
"1647",":Movie","1713","Mouse Hunt (1997)",,,
"1648",":Movie","1714","Never Met Picasso (1996)",,,
"1649",":Movie","1715","Office Killer (1997)",,,
"1650",":Movie","1716","Other Voices, Other Rooms (1995)",,,
"1651",":Movie","1717","Scream 2 (1997)",,,
"1652",":Movie","1718","Stranger in the House (1997)",,,
"1653",":Movie","1719","Sweet Hereafter, The (1997)",,,
"1654",":Movie","1720","Time Tracers (1995)",,,
"1655",":Movie","1721","Titanic (1997)",,,
"1656",":Movie","1722","Tomorrow Never Dies (1997)",,,
"1657",":Movie","1723","Twisted (1996)",,,
"1658",":Movie","1724","Full Speed (À toute vitesse) (1996)",,,
"1659",":Movie","1725","Education of Little Tree, The (1997)",,,
"1660",":Movie","1726","Postman, The (1997)",,,
"1661",":Movie","1727","Horse Whisperer, The (1998)",,,
"1662",":Movie","1728","Winter Guest, The (1997)",,,
"1663",":Movie","1729","Jackie Brown (1997)",,,
"1664",":Movie","1730","Kundun (1997)",,,
"1665",":Movie","1731","Mr. Magoo (1997)",,,
"1666",":Movie","1732","Big Lebowski, The (1998)",,,
"1667",":Movie","1733","Afterglow (1997)",,,
"1668",":Movie","1734","My Life in Pink (Ma vie en rose) (1997)",,,
"1669",":Movie","1735","Great Expectations (1998)",,,
"1670",":Movie","1738","Vermin (1998)",,,
"1671",":Movie","1739","3 Ninjas: High Noon On Mega Mountain (1998)",,,
"1672",":Movie","1740","Men of Means (1999)",,,
"1673",":Movie","1742","Caught Up (1998)",,,
"1674",":Movie","1743","Arguing the World (1998)",,,
"1675",":Movie","1744","Firestorm (1998)",,,
"1676",":Movie","1746","Senseless (1998)",,,
"1677",":Movie","1747","Wag the Dog (1997)",,,
"1678",":Movie","1748","Dark City (1998)",,,
"1679",":Movie","1749","The Leading Man (1996)",,,
"1680",":Movie","1750","Star Kid (1997)",,,
"1681",":Movie","1752","Hard Rain (1998)",,,
"1682",":Movie","1753","Half Baked (1998)",,,
"1683",":Movie","1754","Fallen (1998)",,,
"1684",":Movie","1755","Shooting Fish (1997)",,,
"1685",":Movie","1756","Prophecy II, The (1998)",,,
"1686",":Movie","1757","Fallen Angels (Duo luo tian shi) (1995)",,,
"1687",":Movie","1759","Four Days in September (O Que É Isso, Companheiro?) (1997)",,,
"1688",":Movie","1760","Spice World (1997)",,,
"1689",":Movie","1762","Deep Rising (1998)",,,
"1690",":Movie","1764","Tainted (1998)",,,
"1691",":Movie","1765","Letter From Death Row, A (1998)",,,
"1692",":Movie","1767","Music From Another Room (1998)",,,
"1693",":Movie","1768","Mother and Son (Mat i syn) (1997)",,,
"1694",":Movie","1769","Replacement Killers, The (1998)",,,
"1695",":Movie","1770","B. Monkey (1998)",,,
"1696",":Movie","1771","Night Flier (1997)",,,
"1697",":Movie","1772","Blues Brothers 2000 (1998)",,,
"1698",":Movie","1773","Tokyo Fist (Tokyo ken) (1995)",,,
"1699",":Movie","1774","Mass Transit (1998)",,,
"1700",":Movie","1776","Ride (1998)",,,
"1701",":Movie","1777","Wedding Singer, The (1998)",,,
"1702",":Movie","1779","Sphere (1998)",,,
"1703",":Movie","1780","Ayn Rand: A Sense of Life (1997)",,,
"1704",":Movie","1781","Further Gesture, A (1996)",,,
"1705",":Movie","1782","Little City (1998)",,,
"1706",":Movie","1783","Palmetto (1998)",,,
"1707",":Movie","1784","As Good as It Gets (1997)",,,
"1708",":Movie","1785","King of New York (1990)",,,
"1709",":Movie","1787","Paralyzing Fear: The Story of Polio in America, A (1998)",,,
"1710",":Movie","1788","Men with Guns (1997)",,,
"1711",":Movie","1789","Sadness of Sex, The (1995)",,,
"1712",":Movie","1791","Twilight (1998)",,,
"1713",":Movie","1792","U.S. Marshals (1998)",,,
"1714",":Movie","1793","Welcome to Woop-Woop (1997)",,,
"1715",":Movie","1794","Love and Death on Long Island (1997)",,,
"1716",":Movie","1795","Callejón de los milagros, El (1995)",,,
"1717",":Movie","1796","In God's Hands (1998)",,,
"1718",":Movie","1797","Everest (1998)",,,
"1719",":Movie","1798","Hush (1998)",,,
"1720",":Movie","1799","Suicide Kings (1997)",,,
"1721",":Movie","1801","Man in the Iron Mask, The (1998)",,,
